review,actual,predicted
jam yang kirim sama saya kotak kecil sekali beda sama kotak yang ada youtube apa ini barang palsu atau bekas saya tidak tahu terus pas baru datang minta harga dulu tidak apa keluhan saya sama sama orang orang yang sudah telanjur beli smartwatch ini,1,0
barang sudah sampai lebih cepat dari estimasi hari ming atau ebaran pesan rabu siang paket sudah antar rumah tapi produk belum tes lagi,1,0
selalu mantap,1,1
penjelasan rapi kilat datang terima kasih,1,1
tempered ragu terima karena tidak dapat hidupku hanger juga tidak bisa sempat keluhan lazada minta tukar namun malas one setelah hari dimakan dan hanger lagi baru bisa dan sekarang bisa hidup mudah awet,0,0
alhamdulilah barang lumayan cepat sampai dan dengan penjelasan yang safet semoga semoga awet iya amin,1,0
produk bagus pengiriman cepat saya suka,1,1
terima kasih lazada lumayan untung tiga ratus ribu siang sampai soren langsung laku,1,1
redmi lima memang telepon genggam yang murah tapi tidak murahan sesuai dengan dompet,1,1
terima kasih lazada redmi lima nya,1,1
pengiriman lumayan cepat tertawa satu hari pesan tanggal tiga jan tanggal empat sudah sampai penjelasan rapi untuk harga bersahabat dibanding yang lain dengan spesifikasi yang sama mudah mudahan awet terima kasih lazada,1,0
respon penjual baik return cepat,0,1
saya baru terima iya barang tapi saya lihat agak ada baret dikit tombol jadi terlihat agak jelek secara keseluruhan iya sesuai harga lah eng terlalu bagus tapi eng jelek jelek amat semoga awet,0,0
terbaik,1,1
pesanan barang kok belum sampai iya,0,0
barang bagus sekali,1,1
saya sudah menunggu pas jam sebelas produk tetap tidak bersedia yang flash sale tangan tiga puluh satu lima delapan belas tidak bisa beli kecewa dikit sudah menunggu lama,1,1
republik indonesia menunggu flash sale yang tidak jelas akhir beli tanpa flash sale lazada,1,1
oke barang sampai walaupun bayar di tempat,1,1
terima kasih kamu lazada,1,1
sudah terima,1,1
kemarin saya kira gagal dapat flash sale tahu tahu barang dikirim di rumah rezeki,1,1
barang asli seratus persen pengiriman sangat buruk mengunakan siluet secepat hari gendong gudang surabaya alasan tidak jelas keluhan lewat telepon empat kali bahkan bilang berlebihan oleh customer pelayanan padahal mau menjemput barang saya dikomplain tempered glass kebobrokan manajemen lewat instagram momen hapus gembor iklan hari minggu tetap proses tapi nyata bodoh payah sekali siluet,1,0
cepat,1,1
mantap lazada harga murah,1,1
mantap jam bagus puas,0,1
mantap telepon genggam murah meriah dengan spesifikasi mantap,1,1
baterai tidak ada susah buka harus tukang jam juga unjung ngebuka mur dan beli baterai tapi tidak lumayan bagus barang,0,0
dicancel tanpa alasan yang jelas dan dana belum kembalikan,0,1
tidak ada garansi,0,1
hore alhamdulilah redmi lima mendarat dengan sempurna kemarin sempat gagal konfirmasi pesanan dan akhir sukses tambah kurir yang baik dan ramah sekali terima kasih lazada dong kembali flash sale sukses buat lazada,1,1
cepat sampai barang mulus lus lus,1,1
pengiriman cepat barang rapi datang,1,1
suka sekali jam keren seperti mahal suka sekali lah kok terima kasih sih,0,0
barang bagus pengiriman sesuai estimasi pokok oke sudah direkomendasikan,1,1
stok tidak jelas ditulis mulai jam sebelas tapi sebelas nol barang sudah habis kalaupun dapat dan sudah bayar masih ada kemungkinan pesanan dibatalkan secara sepihak dan uang kembalikan dalam bentuk voucher luar biasa memang lazada,1,0
capai dan tempered pas sekali untuk redmi lima tapi pengiriman lama,1,1
penjelasan rapi pengiriman cepat,1,1
produk cepat sampai kualitas teratas sudah,1,1
mantap flash sale lazada sering sering iya tertawa,1,1
terima kasih barang sudah diterima,0,1
bagus sekali harga murah barang puascowokcowokd,0,1
boleh juga kok tempered glass sesuai dong harga nya,0,1
baguslah buat kesekolah telepon mau pulang pas sama harga,0,1
mantap lazada,1,1
telepon genggam cerdas terserah untuk semua kalangan berkualitas pula terima kasih lazada barang cepat sekali sampai,1,1
ini yang kelima kali aku dapat xiaomi redmi lima melalui flash sale alhamdulilah rezeki anak beruntung oleh juga mudah mudahan,1,1
keren jam bagus desain oke kaya jam mahal,0,0
barang mantap dengan harga murah pengiriman cepat,1,1
saya puas dengan barang saya pesan karena barang bagus harga sangat terjangkau tertawa sampai sangat lambat,0,1
alhamdulilah dapat,1,1
bagus tertawa saku kecil yang belakang kurang satu dan saku kurang dalam,0,0
produk bagus teratas sekali,1,1
tidak menyangka bisa secepat ini dapat telepon genggam baru terima kasih lazada,1,1
barang bagus cepat sampai penjelasan oke,1,1
mantap barang bagus sesuai harga penjelasan juga rapi,0,1
datang juga akhir mendarat dong selamat,1,1
barang dari sih arah mantap semoga awet mantap gurih,0,1
terima kasih lazada suka deh sama powerbank warna yang kirim lucu,0,1
menyesal sekali datang cepat tapi gambar jelek sekali,0,0
barang cepat sampai kondisi bagus,1,1
barang oke cukup anti air kena air hujan baik baik saja baterai juga cukup kuat jam rekomend deh saran biar lebih keren kasi anti gores yang model supaya iya teman-teman lebih elegan,0,0
cepat,1,1
bagus juga,1,1
pengiriman sangat cepat pesan hari ini besok langsung sampai barangnya,1,1
barang bagus sesuai ekspektasi mudah mudahan makin banyak model kaya begini harga sangat terjangkau dengan spesifikasi yang memakai,1,1
barang bagus mulus nomor cacat tapi penjelasan kurang aman tingkatan lagi penjelasan,0,1
sesuai pesanan teratas,1,1
pokokmen mantap,1,1
sangat sangat sangat memuaskan,1,1
terima kasih lazada aku puas pengiriman cepat tertawa satu hari,0,1
barang bagus sehari sudah sampai,1,1
jam tangan bagus saya suka tertawa datang agak lama tapi puas sekali belanja lazada barang sesuai dengan gambar dan murah terima kasih lazada,0,0
murah sekali,1,1
barang oke sekali,1,1
telepon genggam bagus tapi pengiriman pakai ninja lama,1,1
barang datang dengan baik,0,1
untuk harga begitu lumayan bagus bisa buat telepon juga,1,1
barang bagus datang lebih cepat dari biasa,1,1
lumayan lah beli pas flash sale walaupun dengan perjuangan dan rebutan akhir dapat juga dengan harga terjangkau telepon genggam belum dicoba tetapi penjelasan sih aman tidak ada cacat semoga barang berfungsi dengan baik terima kasih,1,1
mantap deh,1,1
pengiriman cepat barang bagus,1,1
tertawa baterai cepat habis,0,0
kecewa sekali dengan jam tangan lazada ini kotak ada dibuat handsfree namun kenapa tidak ada sama sekali lalu pada saat digunakan jam tangan tersebut hasil rusak melulu mohon deh tindak lanjutin komplet saya ini karena email lazada sudah saya tuliskan juga mohon deh,0,0
telepon genggam cerdas langit spesifikasi oke dengan harga sangat terjangkau,1,1
asik,1,1
mantap,1,1
produk bagus tertawa saja kurang bagus pada saat pembelian sender sering down dan suka keluar dengan sendiri perbaiki masalah sistemnya,1,1
saya sangat puas dengan jam sesuai dengan yang saya harapkan terima kasih lazada,0,0
telepon genggam mantap spesifikasi oke harga oke,1,1
saya pesan tanggal delapan juni tapi sampai sekarang belum saya terima barang tolong cek iya bos,0,0
saya beli lebih dari satu unit dan semua dapat nomor resi pengiriman lazada express bayar tempat tapi yang saya terima tertawa satu barang saja,0,1
semakin maju lazada,1,1
senang sekali,1,1
barang datang cepat penjelasan rapi dan aman kemarin pemesanan besok barang sudah sampai,0,1
barang keren dan memuaskan,1,1
barang oke oke deh,1,1
headset suka lepas dan kelihatan kabel dan baru pakai beberapa minggu kabel ada yang putus karena suka lepas,0,0
barang cepat sampai dan penjelasan rapi semua fitur berfungsi pokok bagus deh dan harga terjangkau terima kasih buat lazada,0,0
osis pengiriman percepat,1,1
barang sampai lengkap plus nomor indosat tapi nomor indosat kok tidak ada kuota atau pulsa kartu garansi dan nota tidak ada itu bagaimana iya juragan garansi mohon dijelaskan,0,1
hari langsung sampai,1,1
barang sesuai deskripsi cepat sampai harga murah tapi tidak murahan bagus pokok,0,1
apakah memang sekali pakai iya produk ini memang sesuai gambar barang tertawa sekali pakai sudah ngebut motor lebih baik beli baso,0,0
penjelasan rapi barang cepat sampai pesan tanggal delapan tanggal sembilan sudah sampai oke deh pokok,1,1
super,1,1
xiaomi lazada mantap,1,1
terima kasih lazada pengiriman cepat saya suka saya suka saya suka,0,1
buat cewek cocok tidak iya,0,0
beneran juragan harga begitu,0,1
mantap luar barang cepat sampai dan penjelasan rapi,1,1
pesan tangan lima jun informasi tiba parkiran tiga puluh empat jus tanggal tiga puluh sudah beneran sampai lho,0,0
harga bersahabat,1,1
beli jam onie dua ini jam memang oke maka beli buah tapi pas pakai pengiriman sama ada pelayanan gojek tapi sampai hari berikut tidak sesuai komitmen sama ada pelayanan pakai ongkos kirim,1,0
cinta barang cepat sampai ternilai beli telepon genggam ini dengan harga sangat terjangkau terima kasih kamu lazada,1,1
mantap lah,1,1
cara mengatasi masalah tidak bisa muter opo satu silakan buka setelan terlebih dahulu lalu cari setelan tambahan lalu cari paling bawah ada koneksi omg lalu klik sehingga berwarna biru dan kipas bisa muter dengan baik,0,0
okey,1,1
barang sudah mendarat mulus terima kasih lazada,1,1
bagus kok jadian rapi tidak ada yang cacat tertawa bahan sedikit kaku,0,0
oke lah,1,1
telepon genggam lalu dea,1,1
murah berkualitas,1,1
barang yang dikirim sesuai dengan deskripsi tertawa saja penjelasan sangat tidak aman tertawa dikasih selain bubble bungkus tipis tanpa perlindungan tambahan lain,1,1
iseng beli pas harga delapan puluh sembilan ribu barang sih bagus masih mulus bisa buat telepon sms internet piring sama telepon genggam tidak masalah tapi ada kabel putus buat sambung microsd jadi tidak kepada sudah fungsi microsd mau retur malas iya barang beli murah ini tidak berharap,1,0
terima kasih barang sudah saya terima,1,1
sayang tempered glass tidak sesuai dengan tipe telepon genggam yang kirim tertawa sesuai dengan ukuran layar jadi kurang pas,0,0
sekali,1,1
terima kasih kasih barang cepat sampai,0,1
pesan tanggal tiga terima tanggal empat siang bonus kartu tiga ada terima kasih iya,1,1
barang bagus tertawa lebih cocok buat istri,0,1
barang bagus sesuai pesanan walaupun sulit didapat,1,1
gina ini saya sudah pesan sejak tangan sembilan bulan lalu sampai sarang belum datang barang saya gina padahal sudah saya tranfer lho tiap kali adik status proses terus tapi tidak datang barang saya sudah satu bulan lho bagaimana tanggung jawab ini,0,0
barang bagus sesuai yang gambar pengiriman cepat tertawa hari bayar tempat pula pokok iya puas terima kasih lazada,0,0
tidak menyesal beli telepon genggam ini dapat harga murah sekali dibandingkan harga jual daerah saya sulawesi utara untuk entah level lebih baik xiaomi ini daripda primer kecepatan pengiriman melebihi ekspektasi dari estimasi,1,1
baru terima kemarin dicoba pakai seharian hasil sesuai ekspektasi barang kualitas luar biasa dengan harga terjangkau,0,0
sesuai barang yang inginkan,1,1
barang cepat mengiriminya,1,1
mantap murah,1,1
terima kasih jam sudah sampai pesan hari senin selasa sore sudah datang barang sesuai dengan gambar suka terima kasih santorini terima kasih lazada,0,0
baterai tidak bagus,0,1
imo sih kali teror promo sinis,1,1
saya mau bayar di tempat detail pembelian bagaimana,0,1
datang lima hari lebih cepat dari estimasi seperti aku suka kalau kualitas barang sih belum tahu yah belum coba tapi pas datang barang komplet oke tanpa cacat terima kasih,1,0
mantap dapat promo tomy,1,1
harus lebih menarik lagi,0,1
kasih alasan deskrifsi yang jelas untuk layar lima lima lima biar konsumen jelas tidak salah paham saya kira xiaomi empat kali yang lima lima,0,1
asli asli garansi tam baterai awet sekali dan saya suka karena pas kantong,1,1
barang oke penjelasan rapi hari langsung sampai terima kasih lazada,0,1
sangat bagus,1,1
produk sangat baik harga produk sangat baik pengiriman super cepat,1,1
terima kasih barang sudah saya terima,1,1
bagus sesuai deskripsi cepat sampai tertawa satu hari,1,1
kamu sampai bojonegoro kota berapa,0,1
bagus sesuai desktop terima kasih,1,1
jempol,1,1
barang apa ini aku beli barang tidak barang rusak yang aku beli datang barang rusak tolong konfirmasi lazada apa perlu aku pergi pusat lazada,0,0
barang bagus spesifikasi bagus mudah mudahan awet terima kasih lazada mah dan pelayanan terus memuaskan,1,1
kira kira kalau barang dikirim makassar berapa hari yah,0,1
pesanan saya kok baru sampai satu iya,0,0
barang rusak dijual mengembalikan barang tidak respon padahal sudah sampai dibuang lazada,0,0
barang sudah sampai tapi tidak lama lebih dari estimasi pengiriman bagus barang oke terima kasih lazada,1,0
biasa kamis flash sale jum barang sudah terima sekarang hari sabtu sore,1,1
barang bagus tidak mengecewakan terima kasih buat penjual dan lazada,1,1
minat untuk beli,0,1
mantap,1,1
trimksih paket sudah sampai cepat sekali datang harga juga murah tapi kualitas bagus jernih suara,0,0
lazada dan ninja mantap pengiriman lebih cepat dari biasanya,1,1
saya pesan buah sayang satu jam dikirim dalam keadaan rusak ada tulisan jam rusak pada jam sudah tahu rusak masih dikirim selera,0,0
barang sesuai pesanan dan oke sekali terima kasih lazada,1,1
pengiriman super kilat penjelasan rapi lebih biarkan bintang bintang yang bicara,1,1
sangat murah,0,1
xiaomi mantap,1,1
barang cepat ampai semoga saya bisa dapat terus flash sale amin,1,1
terima kasih sudah sampai barangnya,1,1
pas barang datang senang ngepack juga rapi pas buka jam sudah keadaan nyala terus mau nyesuain jam berapa sempat tidak nyala sudah sedih saja situ tapi akal akan nyala juga sampai sekarang masih bisa aku pakai terima kasih,0,0
beberapa jam baru datang langsung dibeli orang,1,0
pengiriman cepat dan semoga awet terima kasih kasih lazada,1,1
barang cepat sampai tapi kok jam sudah agak karat itu yah lumayan lah,0,0
barang sudah sampai sesuai dengan estimasi penjelasan rapi dengan bublewarp,1,1
terima kasih lazada barang cepat deg lumayan lah,0,1
pengiriman cepat tertawa satu malam tetapi ada satu hal yang kurang yaitu agak kotor tapi tidak slow halus dan juga wangi enak,0,0
walau sempat deg degan karena salah kasih nomor telepon tapi sampai juga barang bagus,1,1
hemat dan bagus,0,1
lucu aplikasi saya mau bayar alpa tiba tiba troli sudah hilang saja,1,1
sesuai deskripsi pengiriman sangat cepat terbaik,1,1
oke sekali,1,1
barang bagus tidak menyesal dapat rebutan dari flash sale bagus pekerjaan,1,1
saya pesan warna biru sampai warna ungu maka sembilan puluh persen bahagia sepuluh persenkesal,0,0
payah ini lazada dengan harga satu tiga ratus sembilan puluh sembilan nol tertawa dapat telepon genggam saja sehalus sekalian dapat power bank juga sudah chat sama customer pelayanan jawab begitu begitu saja,1,1
alhamdulilah sudah datang ada lagi kan iya,1,1
bagus,1,1
ini flashdisk palsu kecepatan tranfer data terlalu lambat data yang diterima oleh flashdisk menjadi rusak,0,0
barang sudah sampai kesan rapi tapi sayang sekarang kok harga naik seratus ribu iya untuk produk redmi lima,1,1
penjelasan bagus bareng sesuai pesanan tertawa agak lama pengiriman,0,1
apa beda primer sama lima puluh tiga lima puluh tiga dengan primer yang harga satu lima ratus empat puluh sembilan nol,1,1
barang sudah sampai kiriman cepat barang bagus saya suka over terima kasih,0,0
jadi ingin beli ini,0,1
mantap xiaomi telepon genggam murah kualitas tidak murahan,1,1
sesuai gambar isi lengkap telepon genggam hanger buku manual sim ejector kartu garansi,1,1
cepat sekali sampai tertawa sehari mantap,1,1
barang bagus pengiriman cepat,0,1
produk dan pengirim juara direkomendasikan,1,1
warna emas mantap,1,1
sesuai harga jadi jangan berharap kualitas yang bagus,0,1
sangat memuaskan bisa lihat notifikasi tertawa sayang untuk penjelasan kurang saat tertawa bungkus kertas coklat saja tapi mantap sudah,0,1
